timestamp,station,year,month,day,hour,pm2_5_ug_m3,pm10_ug_m3,so2_ug_m3,no2_ug_m3,co_ug_m3,o3_ug_m3,temperature_c,pressure_hpa,dew_point_c,rain_mm,wind_direction,wind_speed_m_s,missing_measurements
2016-01-01T18:00,aotizhongxin,2016,1,1,18,198,238,51,152,3800,8,-1.2,1017.2,-6.7,0,E,1.2,0
2016-01-01T18:00,dingling,2016,1,1,18,179,207,35,94,4000,2,0.2,1011.9,-7.8,0,NNW,1.2,0
2016-01-01T19:00,aotizhongxin,2016,1,1,19,219,270,44,156,4200,9,-1.2,1017.2,-6.2,0,E,1.2,0
2016-01-01T19:00,dingling,2016,1,1,19,160,163,32,92,4100,2,-1.1,1012.2,-8.1,0,N,0.8,0
2016-01-01T20:00,aotizhongxin,2016,1,1,20,231,274,38,158,4600,9,-2.4,1017.5,-6.1,0,E,0.7,0
2016-01-01T20:00,dingling,2016,1,1,20,162,162,25,84,4200,2,-1.1,1012.4,-7.5,0,NE,0.2,0
2016-01-01T21:00,aotizhongxin,2016,1,1,21,258,313,42,161,5400,10,-2.5,1017.6,-5.5,0,E,0.9,0
2016-01-01T21:00,dingling,2016,1,1,21,169,176,31,92,4200,2,-1.3,1012.8,-7.9,0,NNW,1.5,0
2016-01-01T22:00,aotizhongxin,2016,1,1,22,263,318,43,164,5200,10,-3.1,1017.3,-5.6,0,NE,0.1,0
2016-01-01T22:00,dingling,2016,1,1,22,158,160,24,86,4200,2,-2.3,1012.7,-8,0,NNW,2.2,0
2016-01-01T23:00,aotizhongxin,2016,1,1,23,324,385,55,164,7500,14,-3.2,1017.4,-5.2,0,NE,1.4,0
2016-01-01T23:00,dingling,2016,1,1,23,145,145,22,82,4200,2,-2.8,1012.5,-8.1,0,NNW,0.6,0
2016-01-02T00:00,aotizhongxin,2016,1,2,0,351,391,87,153,7300,17,-4.4,1017.5,-5.9,0,ESE,0.7,0
2016-01-02T00:00,dingling,2016,1,2,0,144,144,23,83,4100,2,-2.7,1012.3,-8,0,NNE,0.5,0
2016-01-02T01:00,aotizhongxin,2016,1,2,1,327,355,92,144,7400,16,-3.6,1016.8,-5.5,0,ENE,1.1,0
2016-01-02T01:00,dingling,2016,1,2,1,159,159,25,85,4000,2,-2.8,1011.8,-7.9,0,NNW,1.4,0
2016-01-02T02:00,aotizhongxin,2016,1,2,2,282,292,53,131,6100,12,-4.2,1017,-5.6,0,NE,0.5,0
2016-01-02T02:00,dingling,2016,1,2,2,189,189,26,85,4100,2,-2.9,1011.7,-8,0,NNW,1,0
2016-01-02T03:00,aotizhongxin,2016,1,2,3,258,262,48,126,5500,12,-3.7,1016.7,-5.9,0,NW,0.6,0
2016-01-02T03:00,dingling,2016,1,2,3,165,165,19,81,4600,2,-3.3,1011.5,-7.8,0,N,1.6,0
2016-01-02T04:00,aotizhongxin,2016,1,2,4,271,278,36,122,6600,,-4.4,1016,-6.1,0,SSW,0.4,1
2016-01-02T04:00,dingling,2016,1,2,4,150,150,12,73,4700,2,-3.8,1011,-7.9,0,NNW,1.2,0
2016-01-02T05:00,aotizhongxin,2016,1,2,5,277,287,34,121,7100,15,-4.7,1015.7,-6.8,0,W,0.7,0
2016-01-02T05:00,dingling,2016,1,2,5,150,150,13,71,4500,2,-4.6,1010.6,-8.2,0,NW,1.3,0
2016-01-02T06:00,aotizhongxin,2016,1,2,6,265,269,36,122,7000,14,-5.2,1015.7,-7,0,S,0.3,0
2016-01-02T06:00,dingling,2016,1,2,6,126,126,15,70,4400,2,-4.6,1010.8,-8.2,0,NNW,1.3,0
2016-01-02T07:00,aotizhongxin,2016,1,2,7,239,241,32,115,6600,11,-5.2,1015.8,-6.7,0,ENE,1.2,0
2016-01-02T07:00,dingling,2016,1,2,7,115,119,16,64,4300,2,-4.8,1010.9,-7.9,0,NNW,1.4,0
2016-01-02T08:00,aotizhongxin,2016,1,2,8,225,237,46,133,7500,11,-3.9,1016.1,-6.1,0,ENE,1,0
2016-01-02T08:00,dingling,2016,1,2,8,118,118,15,65,4100,2,-4.2,1010.9,-7.6,0,NNE,0.9,0
2016-01-02T09:00,aotizhongxin,2016,1,2,9,211,225,52,128,6000,11,-3,1016.5,-5.6,0,ENE,0.9,0
2016-01-02T09:00,dingling,2016,1,2,9,116,126,31,58,3800,8,-2.3,1011.4,-6.3,0,SSE,0.3,0
2016-01-02T10:00,aotizhongxin,2016,1,2,10,218,246,69,135,5800,12,0.1,1017.1,-5.7,0,SE,0.8,0
2016-01-02T10:00,dingling,2016,1,2,10,189,199,48,68,3800,10,0.7,1012,-6,0,SSW,1.2,0
2016-01-02T11:00,aotizhongxin,2016,1,2,11,211,216,72,122,4700,14,2.1,1016.9,-5.1,0,ESE,1,0
2016-01-02T11:00,dingling,2016,1,2,11,226,245,49,104,4200,10,2.4,1011.8,-6,0,SW,1.1,0
2016-01-02T12:00,aotizhongxin,2016,1,2,12,188,188,57,109,3600,20,3.7,1016.1,-5.8,0,NE,1.2,0
2016-01-02T12:00,dingling,2016,1,2,12,277,307,51,124,4800,10,4.4,1010.8,-5.7,0,SSE,1,0
2016-01-02T13:00,aotizhongxin,2016,1,2,13,202,202,47,117,3600,22,4.6,1015,-5.5,0,E,1.2,0
2016-01-02T13:00,dingling,2016,1,2,13,259,272,47,119,5100,14,4.8,1009.8,-5.9,0,ESE,1.2,0
2016-01-02T14:00,aotizhongxin,2016,1,2,14,204,205,43,129,3600,21,6,1014.1,-5.7,0,ENE,1.5,0
2016-01-02T14:00,dingling,2016,1,2,14,261,274,44,124,5300,12,5.7,1009,-5.9,0,ESE,1,0
2016-01-02T15:00,aotizhongxin,2016,1,2,15,201,201,42,135,3500,19,6.1,1014.2,-5.6,0,ENE,1.4,0
2016-01-02T15:00,dingling,2016,1,2,15,247,261,44,127,5400,12,6.7,1009,-6,0,SSW,1.1,0
2016-01-02T16:00,aotizhongxin,2016,1,2,16,182,189,39,131,3000,18,5.6,1014.2,-5.4,0,ENE,1.1,0
2016-01-02T16:00,dingling,2016,1,2,16,258,280,42,132,5400,8,6.2,1009.2,-5.8,0,SSW,1.5,0
2016-01-02T17:00,aotizhongxin,2016,1,2,17,170,185,36,136,3100,11,2.5,1014.7,-5.4,0,ENE,1.1,0
2016-01-02T17:00,dingling,2016,1,2,17,247,276,35,124,5400,4,3.9,1009.7,-6.1,0,N,1,0
2016-01-02T18:00,aotizhongxin,2016,1,2,18,208,228,40,155,3700,10,0.1,1015.1,-4.9,0,ENE,1,0
2016-01-02T18:00,dingling,2016,1,2,18,263,283,28,129,5400,2,2.6,1010.3,-6.3,0,NNE,1.4,0
2016-01-02T19:00,aotizhongxin,2016,1,2,19,250,266,38,168,4700,12,-0.7,1015.7,-4.4,0,ENE,0.5,0
2016-01-02T19:00,dingling,2016,1,2,19,273,285,24,119,5500,2,0,1010.5,-6.2,0,NW,1.2,0
2016-01-02T20:00,aotizhongxin,2016,1,2,20,359,411,46,191,5900,13,-1.7,1016.6,-4.4,0,ESE,0.6,0
2016-01-02T20:00,dingling,2016,1,2,20,255,255,24,106,5700,2,-0.7,1011.3,-5.9,0,E,0.7,0
2016-01-02T21:00,aotizhongxin,2016,1,2,21,440,492,50,206,7300,14,-2,1016.7,-4.5,0,ESE,0.6,0
2016-01-02T21:00,dingling,2016,1,2,21,235,235,25,99,5700,2,-1.3,1011.8,-5.9,0,NNE,1.2,0
2016-01-02T22:00,aotizhongxin,2016,1,2,22,519,561,50,216,7800,13,-2.8,1016.7,-4.5,0,E,0.7,0
2016-01-02T22:00,dingling,2016,1,2,22,273,273,27,93,5800,2,-1.7,1011.8,-6.3,0,N,0.4,0
2016-01-02T23:00,aotizhongxin,2016,1,2,23,489,513,44,208,7300,12,-3,1017.2,-4,0,ENE,1.3,0
2016-01-02T23:00,dingling,2016,1,2,23,206,206,18,88,5700,2,-2,1011.9,-6.4,0,NNE,0.9,0
2016-01-03T00:00,aotizhongxin,2016,1,3,0,498,527,44,206,7700,13,-3.2,1017,-4,0,ENE,0.5,0
2016-01-03T00:00,dingling,2016,1,3,0,227,227,15,97,5500,2,-1.9,1011.8,-6.5,0,NNW,1.1,0
2016-01-03T01:00,aotizhongxin,2016,1,3,1,541,582,44,198,8800,15,-3.3,1016.8,-4,0,ENE,1.2,0
2016-01-03T01:00,dingling,2016,1,3,1,304,304,21,109,5300,2,-2.6,1011.7,-6.4,0,NNW,0.3,0
2016-01-03T02:00,aotizhongxin,2016,1,3,2,532,565,36,181,8800,13,-3.2,1016.8,-3.6,0,NE,1,0
2016-01-03T02:00,dingling,2016,1,3,2,392,392,23,120,5500,2,-3.2,1011.9,-7,0,NNW,1.2,0
2016-01-03T03:00,aotizhongxin,2016,1,3,3,547,578,30,164,9600,14,-3.4,1017.3,-4.7,0,ENE,1.1,0
2016-01-03T03:00,dingling,2016,1,3,3,341,345,15,119,5700,2,-3.4,1012,-6.7,0,NE,0.1,0
2016-01-03T04:00,aotizhongxin,2016,1,3,4,407,407,29,118,6500,9,-2.6,1017.3,-3.2,0,E,1.8,0
2016-01-03T04:00,dingling,2016,1,3,4,337,339,12,111,5700,2,-3.8,1012.2,-6.7,0,NE,0.1,0
2016-01-03T05:00,aotizhongxin,2016,1,3,5,212,212,33,92,4300,6,-3.4,1017.9,-3.7,0,E,2.1,0
2016-01-03T05:00,dingling,2016,1,3,5,326,328,9,102,5800,2,-4.1,1012.5,-6.9,0,NNW,1.5,0
2016-01-03T06:00,aotizhongxin,2016,1,3,6,245,245,23,90,4800,8,-3,1018.3,-3.1,0,ENE,0.9,0
2016-01-03T06:00,dingling,2016,1,3,6,307,307,9,95,5900,2,-3.3,1013.1,-5.5,0,ESE,1.1,0
2016-01-03T07:00,aotizhongxin,2016,1,3,7,205,205,12,80,3600,6,-2.8,1018.9,-2.9,0,E,0.9,0
2016-01-03T07:00,dingling,2016,1,3,7,312,316,7,93,6000,2,-4.4,1013.9,-6.5,0,NNW,0.9,0
2016-01-03T08:00,aotizhongxin,2016,1,3,8,177,177,9,73,2700,6,-2.6,1019.1,-3.2,0,ESE,0.9,0
2016-01-03T08:00,dingling,2016,1,3,8,319,323,6,95,6000,2,-4.2,1014.1,-6.5,0,NW,0.8,0
2016-01-03T09:00,aotizhongxin,2016,1,3,9,181,181,6,66,2500,8,-2.5,1019.9,-3.1,0,ENE,0.8,0
2016-01-03T09:00,dingling,2016,1,3,9,325,348,7,88,6000,2,-4.1,1014.9,-6.1,0,NNW,1.1,0
2016-01-03T10:00,aotizhongxin,2016,1,3,10,167,167,12,62,2300,14,-1.4,1020.1,-3.1,0,ENE,0.9,0
2016-01-03T10:00,dingling,2016,1,3,10,367,371,13,91,6100,3,-2.8,1015.1,-5.1,0,NNW,1.2,0
2016-01-03T11:00,aotizhongxin,2016,1,3,11,141,141,18,49,1800,26,-0.1,1020,-4.4,0,ENE,1.5,0
2016-01-03T11:00,dingling,2016,1,3,11,369,369,23,92,6200,7,-1.1,1014.9,-4.3,0,NW,0.9,0
2016-01-03T12:00,aotizhongxin,2016,1,3,12,226,229,29,93,4600,21,1.7,1018.8,-5.7,0,S,1.3,0
2016-01-03T12:00,dingling,2016,1,3,12,334,335,36,90,6200,14,0.1,1013.8,-4.4,0,WNW,1,0
2016-01-03T13:00,aotizhongxin,2016,1,3,13,270,270,34,103,4500,19,1.8,1017.7,-7,0,SW,2.3,0
2016-01-03T13:00,dingling,2016,1,3,13,202,202,33,54,5800,36,1.4,1012.6,-4.1,0,SE,1,0
2016-01-03T14:00,aotizhongxin,2016,1,3,14,249,249,38,100,3600,23,2.3,1017.5,-6.8,0,SSE,1.4,0
2016-01-03T14:00,dingling,2016,1,3,14,214,214,28,62,5100,35,1.5,1012.2,-4.4,0,SE,2.2,0
2016-01-03T15:00,aotizhongxin,2016,1,3,15,131,131,36,72,1800,39,2.2,1017.4,-6.4,0,SSE,1.6,0
2016-01-03T15:00,dingling,2016,1,3,15,241,241,29,77,4700,28,1.8,1012.2,-4.1,0,S,1.6,0
2016-01-03T16:00,aotizhongxin,2016,1,3,16,125,125,26,78,1800,35,2.2,1017.8,-6.7,0,SSE,0.8,0
2016-01-03T16:00,dingling,2016,1,3,16,243,243,27,85,4500,20,1.6,1012.8,-4.1,0,W,0.7,0
2016-01-03T17:00,aotizhongxin,2016,1,3,17,187,188,14,100,2700,11,0.8,1018.2,-5.2,0,S,0.9,0
2016-01-03T17:00,dingling,2016,1,3,17,253,253,21,94,4500,7,0.6,1013.1,-4.1,0,NNE,0.6,0
2016-01-03T18:00,aotizhongxin,2016,1,3,18,206,206,12,104,3000,7,-0.1,1019.2,-3.7,0,S,0.8,0
2016-01-03T18:00,dingling,2016,1,3,18,243,243,11,88,4400,2,-1,1014.2,-4.5,0,NNW,0.9,0
2016-01-03T19:00,aotizhongxin,2016,1,3,19,211,211,10,102,2800,7,-1.3,1020.2,-3.7,0,WNW,0.6,0
2016-01-03T19:00,dingling,2016,1,3,19,242,242,10,84,4400,4,-1.5,1015.3,-4.7,0,NE,0.1,0
2016-01-03T20:00,aotizhongxin,2016,1,3,20,208,208,6,102,2900,7,-2,1020.7,-3,0,ESE,0.7,0
2016-01-03T20:00,dingling,2016,1,3,20,245,245,11,82,4400,2,-2.1,1015.7,-5.1,0,NNW,1.5,0
2016-01-03T21:00,aotizhongxin,2016,1,3,21,208,208,4,99,3500,8,-2.7,1021.4,-3.5,0,SW,0.2,0
2016-01-03T21:00,dingling,2016,1,3,21,244,244,9,75,4500,2,-2.9,1016.2,-5.5,0,NNW,1.4,0
2016-01-03T22:00,aotizhongxin,2016,1,3,22,209,209,5,102,3900,8,-3.2,1021.8,-3.9,0,E,0.4,0
2016-01-03T22:00,dingling,2016,1,3,22,243,243,17,61,4600,15,-3.8,1016.7,-6.3,0,NW,1.2,0
2016-01-03T23:00,aotizhongxin,2016,1,3,23,238,238,15,114,4600,9,-3.5,1022.1,-4.2,0,NW,0.1,0
2016-01-03T23:00,dingling,2016,1,3,23,9,9,8,5,4400,67,-3.4,1017.1,-5.9,0,NNE,1.3,0
2016-01-04T00:00,aotizhongxin,2016,1,4,0,250,250,12,111,4900,9,-3.8,1022.4,-4.1,0,SW,0.2,0
2016-01-04T00:00,dingling,2016,1,4,0,7,7,5,5,3700,70,1,1017.5,-10.8,0,NNE,2.1,0
2016-01-04T01:00,aotizhongxin,2016,1,4,1,243,244,13,113,4800,9,-4.4,1023,-4.5,0,E,0.9,0
2016-01-04T01:00,dingling,2016,1,4,1,8,8,5,5,3100,72,0.2,1018.2,-11.8,0,N,2.2,0
2016-01-04T02:00,aotizhongxin,2016,1,4,2,228,228,28,109,4600,10,-4.3,1023.6,-4.7,0,NNE,0.5,0
2016-01-04T02:00,dingling,2016,1,4,2,6,6,5,5,2600,76,0.3,1019.1,-12.4,0,NNW,2.8,0
2016-01-04T03:00,aotizhongxin,2016,1,4,3,108,108,30,81,1800,13,0.1,1024.3,-9.4,0,N,2.9,0
2016-01-04T03:00,dingling,2016,1,4,3,5,5,3,4,2300,79,-0.3,1019.8,-12.9,0,NNW,4,0
2016-01-04T04:00,aotizhongxin,2016,1,4,4,14,14,13,27,600,,0.2,1024.5,-11.2,0,N,3,1
2016-01-04T04:00,dingling,2016,1,4,4,5,5,3,5,2100,71,-0.9,1020,-13.5,0,NNW,3.4,0
2016-01-04T05:00,aotizhongxin,2016,1,4,5,8,8,7,21,600,57,-0.8,1024.8,-12.4,0,N,2.1,0
2016-01-04T05:00,dingling,2016,1,4,5,4,5,3,2,2000,76,-1.3,1020.5,-13.8,0,NNE,1.8,0
2016-01-04T06:00,aotizhongxin,2016,1,4,6,9,9,6,24,600,56,-1.4,1025.3,-13,0,NNW,3.2,0
2016-01-04T06:00,dingling,2016,1,4,6,8,8,4,6,1900,69,-2.5,1020.9,-14,0,NW,1.7,0
2016-01-04T07:00,aotizhongxin,2016,1,4,7,11,15,6,26,600,55,-1.7,1026.1,-13.3,0,N,4,0
2016-01-04T07:00,dingling,2016,1,4,7,9,9,5,8,1900,67,-2.3,1021.3,-14.4,0,N,2.4,0
2016-01-04T08:00,aotizhongxin,2016,1,4,8,12,23,3,30,600,50,-2.1,1027,-13.6,0,NE,2.1,0
2016-01-04T08:00,dingling,2016,1,4,8,5,5,4,6,1900,71,-2.3,1022.3,-15,0,N,2.2,0
2016-01-04T09:00,aotizhongxin,2016,1,4,9,12,16,4,26,600,55,-2.1,1027.6,-14.5,0,N,3.2,0
2016-01-04T09:00,dingling,2016,1,4,9,7,7,5,6,1900,70,-2.5,1022.9,-15.2,0,ESE,1,0
2016-01-04T10:00,aotizhongxin,2016,1,4,10,10,10,2,20,500,62,-1.3,1027.9,-15.2,0,NNE,3.7,0
2016-01-04T10:00,dingling,2016,1,4,10,9,43,5,7,1800,69,-0.3,1022.9,-17.1,0,WNW,4.6,0
2016-01-04T11:00,aotizhongxin,2016,1,4,11,9,11,2,17,500,66,-0.2,1027.5,-15.3,0,NNE,3.5,0
2016-01-04T11:00,dingling,2016,1,4,11,11,79,6,7,,70,0,1022.6,-17.3,0,WNW,4.7,1
2016-01-04T12:00,aotizhongxin,2016,1,4,12,12,12,2,16,500,69,0.5,1026.5,-15.5,0,NNE,3.6,0
2016-01-04T12:00,dingling,2016,1,4,12,13,87,7,7,,70,0,1021.7,-16.8,0,WNW,4,1
2016-01-04T13:00,aotizhongxin,2016,1,4,13,12,12,3,18,500,67,0.3,1025.7,-15.7,0,N,4.1,0
2016-01-04T13:00,dingling,2016,1,4,13,13,42,8,8,,70,1.1,1020.7,-17.3,0,WNW,3.1,1
2016-01-04T14:00,aotizhongxin,2016,1,4,14,13,13,5,21,500,64,1,1025,-16,0,NE,3.3,0
2016-01-04T14:00,dingling,2016,1,4,14,12,23,8,8,100,70,2.2,1020,-17.4,0,NW,2.5,0
2016-01-04T15:00,aotizhongxin,2016,1,4,15,14,14,4,25,500,62,1.3,1024.9,-16.1,0,NNW,1.8,0
2016-01-04T15:00,dingling,2016,1,4,15,17,35,8,10,100,69,2.5,1019.8,-18.3,0,WNW,2.9,0
2016-01-04T16:00,aotizhongxin,2016,1,4,16,15,15,5,25,500,63,1.4,1024.7,-16.5,0,N,2.2,0
2016-01-04T16:00,dingling,2016,1,4,16,12,24,7,9,100,70,1.6,1019.7,-19,0,WNW,3.4,0
2016-01-04T17:00,aotizhongxin,2016,1,4,17,16,18,7,31,600,57,0.8,1024.9,-17.5,0,NNW,3,0
2016-01-04T17:00,dingling,2016,1,4,17,8,20,7,11,100,69,0.2,1020.3,-19.6,0,NW,3,0
2016-01-04T18:00,aotizhongxin,2016,1,4,18,19,24,9,41,700,48,0.7,1025.6,-17.6,0,NNW,3.1,0
2016-01-04T18:00,dingling,2016,1,4,18,8,31,6,8,100,69,-0.5,1020.9,-18.6,0,N,2.8,0
2016-01-04T19:00,aotizhongxin,2016,1,4,19,19,26,11,52,800,39,-0.2,1026.1,-17.4,0,NW,2.9,0
2016-01-04T19:00,dingling,2016,1,4,19,5,5,2,2,100,76,-1.4,1021.6,-19.4,0,NE,2,0
2016-01-04T20:00,aotizhongxin,2016,1,4,20,20,20,8,44,700,43,-1.1,1026.6,-18.2,0,N,1.7,0
2016-01-04T20:00,dingling,2016,1,4,20,4,5,2,2,100,76,-2.4,1021.7,-20.3,0,NE,2.9,0
2016-01-04T21:00,aotizhongxin,2016,1,4,21,14,14,6,42,600,45,-2.1,1026.8,-19.1,0,NE,1.6,0
2016-01-04T21:00,dingling,2016,1,4,21,7,7,3,2,100,75,-2.9,1022.2,-19.8,0,N,3.1,0
2016-01-04T22:00,aotizhongxin,2016,1,4,22,12,12,4,31,600,53,-2.8,1027.6,-19.2,0,N,2.4,0
2016-01-04T22:00,dingling,2016,1,4,22,4,5,2,2,100,74,-3.5,1022.8,-19.9,0,NNE,2.3,0
2016-01-04T23:00,aotizhongxin,2016,1,4,23,11,11,4,30,600,51,-3.5,1027.5,-19,0,NNE,2,0
2016-01-04T23:00,dingling,2016,1,4,23,3,5,4,2,100,71,-3.9,1022.8,-20.2,0,N,2.4,0
2016-01-05T00:00,aotizhongxin,2016,1,5,0,13,13,2,29,500,50,-3.9,1027.7,-19.4,0,N,2,0
2016-01-05T00:00,dingling,2016,1,5,0,5,5,3,2,100,69,-4.8,1023.1,-20.6,0,N,1.2,0
2016-01-05T01:00,aotizhongxin,2016,1,5,1,10,10,2,26,500,51,-3.8,1027.4,-19.7,0,NNE,3,0
2016-01-05T01:00,dingling,2016,1,5,1,7,7,3,3,100,64,-5.1,1022.8,-21.2,0,NNE,1.7,0
2016-01-05T02:00,aotizhongxin,2016,1,5,2,7,7,2,25,500,49,-4.3,1027.5,-20.1,0,N,4.4,0
2016-01-05T02:00,dingling,2016,1,5,2,7,12,5,9,100,55,-5.5,1022.8,-21.2,0,E,1.1,0
2016-01-05T03:00,aotizhongxin,2016,1,5,3,6,8,2,20,500,51,-4.9,1027.6,-19.8,0,NE,2.7,0
2016-01-05T03:00,dingling,2016,1,5,3,9,16,7,12,100,50,-6,1022.7,-21.2,0,ENE,1.5,0
2016-01-05T04:00,aotizhongxin,2016,1,5,4,7,7,2,22,500,47,-4.9,1027.1,-20.2,0,N,3.7,0
2016-01-05T04:00,dingling,2016,1,5,4,9,9,7,12,100,48,-6.9,1022.3,-20.9,0,NNW,1.6,0
2016-01-05T05:00,aotizhongxin,2016,1,5,5,8,8,2,22,500,47,-5.8,1027,-20.6,0,NE,2.3,0
2016-01-05T05:00,dingling,2016,1,5,5,8,8,7,13,100,47,-7,1022.2,-20.6,0,NNW,1.9,0
2016-01-05T06:00,aotizhongxin,2016,1,5,6,7,7,2,22,500,46,-6,1027.2,-20.4,0,NNE,3.5,0
2016-01-05T06:00,dingling,2016,1,5,6,7,9,8,14,100,45,-6.8,1022.1,-20.8,0,NNE,1.7,0
2016-01-05T07:00,aotizhongxin,2016,1,5,7,8,9,4,44,600,26,-5.9,1027.3,-20.7,0,N,3.9,0
2016-01-05T07:00,dingling,2016,1,5,7,9,11,8,10,100,50,-6.6,1022.2,-20.6,0,NNE,2.3,0
2016-01-05T08:00,aotizhongxin,2016,1,5,8,14,14,4,47,700,24,-6.7,1027.6,-20.7,0,N,2.2,0
2016-01-05T08:00,dingling,2016,1,5,8,7,12,9,9,100,52,-6.1,1022.6,-21.3,0,NNW,2.7,0
2016-01-05T09:00,aotizhongxin,2016,1,5,9,14,21,7,35,800,36,-5.2,1028.1,-20.1,0,NNW,2.5,0
2016-01-05T09:00,dingling,2016,1,5,9,10,14,9,8,100,53,-5.6,1022.8,-20.5,0,N,2.2,0
2016-01-05T10:00,aotizhongxin,2016,1,5,10,15,23,7,29,800,43,-3.6,1027.8,-20.4,0,NNW,2.2,0
2016-01-05T10:00,dingling,2016,1,5,10,11,18,6,5,,58,-2.4,1022.7,-20.8,0,NW,4.3,1
2016-01-05T11:00,aotizhongxin,2016,1,5,11,17,20,3,21,800,52,-2.1,1027.4,-20,0,NW,2.2,0
