timestamp,period,month,hour,minute,is_weekend,usage_kwh,lagging_reactive_power_kvarh,leading_reactive_power_kvarh,co2_tonnes,lagging_power_factor_pct,leading_power_factor_pct,load_type
2018-01-01T12:00,reference,1,12,0,0,3.49,0,4.57,0,100,60.69,light
2018-01-01T12:15,reference,1,12,15,0,3.6,0,12.89,0,100,26.9,light
2018-01-01T12:30,reference,1,12,30,0,4.25,0,23.15,0,100,18.06,light
2018-01-01T12:45,reference,1,12,45,0,3.67,0,16.67,0,100,21.5,light
2018-01-01T13:00,reference,1,13,0,0,3.67,0,16.63,0,100,21.55,light
2018-01-01T13:15,reference,1,13,15,0,4.25,0,23.33,0,100,17.92,light
2018-01-01T13:45,reference,1,13,45,0,3.67,0,16.99,0,100,21.11,light
2018-01-01T14:00,reference,1,14,0,0,4.28,0,23.4,0,100,17.99,light
2018-01-01T14:15,reference,1,14,15,0,3.64,0,16.67,0,100,21.33,light
2018-01-01T14:30,reference,1,14,30,0,3.78,0,18.25,0,100,20.28,light
2018-01-01T15:00,reference,1,15,0,0,3.64,0,16.7,0,100,21.3,light
2018-01-01T15:15,reference,1,15,15,0,3.92,0,19.33,0,100,19.87,light
2018-01-01T15:30,reference,1,15,30,0,4.1,0,21.35,0,100,18.86,light
2018-01-01T15:45,reference,1,15,45,0,3.6,0,16.81,0,100,20.94,light
2018-01-01T16:00,reference,1,16,0,0,3.96,0,20.45,0,100,19.01,light
2018-01-01T16:30,reference,1,16,30,0,3.6,0,16.81,0,100,20.94,light
2018-01-01T16:45,reference,1,16,45,0,4.07,0,21.64,0,100,18.48,light
2018-01-01T17:00,reference,1,17,0,0,3.82,0,19.19,0,100,19.52,light
2018-01-01T17:15,reference,1,17,15,0,3.56,0,16.96,0,100,20.54,light
2018-01-01T17:30,reference,1,17,30,0,4.1,0,23.51,0,100,17.18,light
2018-01-01T17:45,reference,1,17,45,0,3.6,0,17.39,0,100,20.27,light
2018-01-01T18:00,reference,1,18,0,0,3.6,0,17.35,0,100,20.32,light
2018-01-01T18:15,reference,1,18,15,0,4,0,8.96,0,100,40.77,light
2018-01-01T18:30,reference,1,18,30,0,3.42,0,5.47,0,100,53.01,light
2018-01-01T18:45,reference,1,18,45,0,3.67,0,16.24,0,100,22.04,light
2018-01-01T19:00,reference,1,19,0,0,4.07,0,22.57,0,100,17.75,light
2018-01-01T19:30,reference,1,19,30,0,3.85,0,20.74,0,100,18.25,light
2018-01-01T19:45,reference,1,19,45,0,3.96,0,20.88,0,100,18.63,light
2018-01-01T20:30,reference,1,20,30,0,3.74,0,19.55,0,100,18.79,light
2018-01-01T20:45,reference,1,20,45,0,3.56,0,17.42,0,100,20.02,light
2018-01-01T21:00,reference,1,21,0,0,4.21,0,24.26,0,100,17.1,light
2018-01-01T21:15,reference,1,21,15,0,3.56,0,17.75,0,100,19.66,light
2018-01-01T21:30,reference,1,21,30,0,3.53,0,17.42,0,100,19.86,light
2018-01-01T21:45,reference,1,21,45,0,4.25,0,25.2,0,100,16.63,light
2018-01-01T22:00,reference,1,22,0,0,3.53,0,17.5,0,100,19.77,light
2018-01-01T22:15,reference,1,22,15,0,3.56,1.44,10.08,0,92.7,33.3,light
2018-01-01T22:30,reference,1,22,30,0,3.67,4.21,0,0,65.71,100,light
2018-01-01T22:45,reference,1,22,45,0,3.24,3.35,0,0,69.52,100,light
2018-01-01T23:00,reference,1,23,0,0,3.53,3.74,0,0,68.64,100,light
2018-01-01T23:15,reference,1,23,15,0,3.53,3.42,0,0,71.82,100,light
2018-01-01T23:30,reference,1,23,30,0,3.24,2.95,0,0,73.94,100,light
2018-01-02T00:00,reference,1,0,0,0,4.61,4.21,0,0,73.84,100,light
2018-01-02T00:15,reference,1,0,15,0,3.2,3.1,0,0,71.82,100,light
2018-01-02T00:30,reference,1,0,30,0,3.85,4.61,0,0,64.1,100,light
2018-01-02T00:45,reference,1,0,45,0,3.28,3.67,0,0,66.64,100,light
2018-01-02T01:00,reference,1,1,0,0,3.35,3.6,0,0,68.12,100,light
2018-01-02T01:30,reference,1,1,30,0,3.28,3.53,0,0,68.07,100,light
2018-01-02T01:45,reference,1,1,45,0,3.46,3.96,0,0,65.8,100,light
2018-01-02T02:00,reference,1,2,0,0,3.78,4.82,0,0,61.71,100,light
2018-01-02T02:15,reference,1,2,15,0,3.31,3.53,0,0,68.4,100,light
2018-01-02T02:30,reference,1,2,30,0,3.6,4.36,0,0,63.67,100,light
2018-01-02T02:45,reference,1,2,45,0,3.64,4.39,0,0,63.83,100,light
2018-01-02T03:00,reference,1,3,0,0,3.28,3.71,0,0,66.24,100,light
2018-01-02T03:15,reference,1,3,15,0,3.71,4.57,0,0,63.03,100,light
2018-01-02T03:30,reference,1,3,30,0,3.56,4.03,0,0,66.21,100,light
2018-01-02T03:45,reference,1,3,45,0,3.24,3.49,0,0,68.04,100,light
2018-01-02T04:00,reference,1,4,0,0,3.89,4.64,0,0,64.25,100,light
2018-01-02T04:15,reference,1,4,15,0,3.28,3.42,0,0,69.22,100,light
2018-01-02T04:30,reference,1,4,30,0,3.28,3.49,0,0,68.48,100,light
2018-01-02T04:45,reference,1,4,45,0,3.96,4.68,0,0,64.59,100,light
2018-01-02T05:00,reference,1,5,0,0,3.24,3.42,0,0,68.77,100,light
2018-01-02T05:15,reference,1,5,15,0,3.46,3.78,0,0,67.52,100,light
2018-01-02T05:30,reference,1,5,30,0,3.67,4.07,0,0,66.97,100,light
2018-01-02T05:45,reference,1,5,45,0,3.24,3.42,0,0,68.77,100,light
2018-01-02T06:00,reference,1,6,0,0,3.67,3.96,0,0,67.97,100,light
2018-01-02T06:30,reference,1,6,30,0,3.2,3.24,0,0,70.27,100,light
2018-01-02T06:45,reference,1,6,45,0,3.78,4.07,0,0,68.05,100,light
2018-01-02T07:00,reference,1,7,0,0,3.35,3.35,0,0,70.71,100,light
2018-01-02T07:15,reference,1,7,15,0,3.53,3.49,0,0,71.11,100,light
2018-01-02T07:30,reference,1,7,30,0,6.3,4.57,0,0,80.95,100,light
2018-01-02T07:45,reference,1,7,45,0,6.05,4.79,0,0,78.4,100,light
2018-01-02T08:00,reference,1,8,0,0,6.73,4.54,0,0,82.9,100,light
2018-01-02T08:15,reference,1,8,15,0,29.02,18.83,0.07,0,83.89,100,light
2018-01-02T08:30,reference,1,8,30,0,46.19,28.66,0,0,84.97,100,light
2018-01-02T08:45,reference,1,8,45,0,52.06,35.32,0,0,82.75,100,light
2018-01-02T09:00,reference,1,9,0,0,56.2,12.53,0.11,0,97.6,100,light
2018-01-02T09:30,reference,1,9,30,0,51.26,4.54,0.94,0,99.61,99.98,medium
2018-01-02T10:00,reference,1,10,0,0,52.81,7.06,0.54,0,99.12,99.99,medium
2018-01-02T10:15,reference,1,10,15,0,54.79,7.52,0.14,0,99.07,100,maximum
2018-01-02T10:30,reference,1,10,30,0,53.21,8.35,0.11,0,98.79,100,maximum
2018-01-02T10:45,reference,1,10,45,0,80.21,32.4,0,0,92.72,100,maximum
2018-01-02T11:00,reference,1,11,0,0,77.58,25.49,0,0,95,100,maximum
2018-01-02T11:15,reference,1,11,15,0,128.52,70.85,0,0,87.57,100,maximum
2018-01-02T11:30,reference,1,11,30,0,144.47,78.48,0,0,87.87,100,maximum
2018-01-02T11:45,reference,1,11,45,0,90.86,54.29,0,0,85.84,100,maximum
2018-01-02T12:00,reference,1,12,0,0,123.3,66.06,0,0,88.15,100,maximum
2018-01-02T12:15,reference,1,12,15,0,19.22,5.54,18.9,0,96.09,71.3,medium
2018-01-02T12:30,reference,1,12,30,0,8.46,0,25.92,0,100,31.03,medium
2018-01-02T12:45,reference,1,12,45,0,8.24,0,25.34,0,100,30.92,medium
2018-01-02T13:00,reference,1,13,0,0,8.03,0,25.49,0,100,30.05,medium
2018-01-02T13:15,reference,1,13,15,0,79.67,27.29,6.52,0,94.6,99.67,medium
2018-01-02T13:30,reference,1,13,30,0,97.85,46.8,0,0,90.21,100,medium
2018-01-02T13:45,reference,1,13,45,0,124.45,49.79,0,0,92.85,100,medium
2018-01-02T14:00,reference,1,14,0,0,108.61,43.34,0,0,92.88,100,medium
2018-01-02T14:15,reference,1,14,15,0,123.12,55.26,0,0,91.23,100,medium
2018-01-02T14:30,reference,1,14,30,0,129.1,53.5,0,0,92.38,100,medium
2018-01-02T14:45,reference,1,14,45,0,82.08,27.58,0,0,94.79,100,medium
2018-01-02T15:00,reference,1,15,0,0,143.89,60.91,0,0,92.09,100,medium
2018-01-02T15:15,reference,1,15,15,0,86.9,34.27,0,0,93.03,100,medium
2018-01-02T15:30,reference,1,15,30,0,141.44,62.57,0,0,91.45,100,medium
2018-01-02T15:45,reference,1,15,45,0,116.53,52.88,0,0,91.06,100,medium
2018-01-02T16:00,reference,1,16,0,0,129.31,61.16,0,0,90.4,100,medium
2018-01-02T16:15,reference,1,16,15,0,136.44,56.77,0,0,92.33,100,medium
2018-01-02T16:30,reference,1,16,30,0,85.72,34.85,0,0,92.64,100,medium
2018-01-02T16:45,reference,1,16,45,0,147.46,65.27,0,0,91.44,100,medium
2018-01-02T17:00,reference,1,17,0,0,86.94,30.78,0,0,94.27,100,medium
2018-01-02T17:45,reference,1,17,45,0,113.11,34.63,0,0,95.62,100,maximum
2018-01-02T18:00,reference,1,18,0,0,76.75,11.74,1.04,0,98.85,99.99,maximum
2018-01-02T18:15,reference,1,18,15,0,41.9,15.23,0.14,0,93.98,100,maximum
2018-01-02T18:30,reference,1,18,30,0,37.4,19.94,0,0,88.24,100,maximum
2018-01-02T18:45,reference,1,18,45,0,40.25,8.82,0.5,0,97.68,99.99,maximum
2018-01-02T19:15,reference,1,19,15,0,41.36,6.44,0.43,0,98.81,99.99,maximum
2018-01-02T19:30,reference,1,19,30,0,35.96,2.52,1.37,0,99.76,99.93,maximum
2018-01-02T19:45,reference,1,19,45,0,39.42,5.29,0.47,0,99.11,99.99,maximum
2018-01-02T20:00,reference,1,20,0,0,38.16,4.68,0.5,0,99.26,99.99,maximum
2018-01-02T20:15,reference,1,20,15,0,33.23,1.51,3.96,0,99.9,99.3,medium
2018-01-02T20:30,reference,1,20,30,0,25.88,0,12.13,0,100,90.55,medium
2018-01-02T21:00,reference,1,21,0,0,9.29,0,23.51,0,100,36.75,medium
2018-01-02T21:15,reference,1,21,15,0,6.98,0,25.16,0,100,26.73,medium
2018-01-02T21:30,reference,1,21,30,0,5.11,0,26.5,0,100,18.93,medium
2018-01-02T21:45,reference,1,21,45,0,5.08,0,26.42,0,100,18.88,medium
2018-01-02T22:00,reference,1,22,0,0,5.04,0,26.46,0,100,18.71,medium
2018-01-02T22:15,reference,1,22,15,0,4.93,1.84,15.44,0,93.69,30.42,maximum
2018-01-02T22:30,reference,1,22,30,0,4.64,5.22,0,0,66.44,100,maximum
2018-01-02T22:45,reference,1,22,45,0,4.68,5.18,0,0,67.04,100,maximum
2018-01-02T23:00,reference,1,23,0,0,4.68,5.11,0,0,67.54,100,maximum
2018-01-02T23:15,reference,1,23,15,0,4.57,4.54,0,0,70.94,100,light
2018-01-02T23:30,reference,1,23,30,0,4.57,4.25,0,0,73.23,100,light
2018-01-02T23:45,reference,1,23,45,0,4.54,4.25,0,0,73,100,light
2018-01-03T00:00,reference,1,0,0,0,4.57,4.5,0,0,71.25,100,light
2018-01-03T00:15,reference,1,0,15,0,4.61,4.61,0,0,70.71,100,light
2018-01-03T00:30,reference,1,0,30,0,4.61,4.54,0,0,71.25,100,light
2018-01-03T00:45,reference,1,0,45,0,4.57,4.5,0,0,71.25,100,light
2018-01-03T01:00,reference,1,1,0,0,4.57,4.61,0,0,70.4,100,light
2018-01-03T01:15,reference,1,1,15,0,4.64,4.46,0,0,72.1,100,light
2018-01-03T01:30,reference,1,1,30,0,4.64,4.57,0,0,71.25,100,light
2018-01-03T01:45,reference,1,1,45,0,4.61,4.79,0,0,69.34,100,light
2018-01-03T02:00,reference,1,2,0,0,4.57,4.5,0,0,71.25,100,light
2018-01-03T02:15,reference,1,2,15,0,4.61,4.39,0,0,72.42,100,light
2018-01-03T02:30,reference,1,2,30,0,4.64,4.75,0,0,69.88,100,light
2018-01-03T02:45,reference,1,2,45,0,4.64,4.75,0,0,69.88,100,light
2018-01-03T03:00,reference,1,3,0,0,4.57,4.75,0,0,69.33,100,light
2018-01-03T03:15,reference,1,3,15,0,4.64,5.11,0,0,67.22,100,light
2018-01-03T03:30,reference,1,3,30,0,4.64,4.72,0,0,70.1,100,light
2018-01-03T03:45,reference,1,3,45,0,4.68,4.68,0,0,70.71,100,light
2018-01-03T04:00,reference,1,4,0,0,4.57,4.46,0,0,71.57,100,light
2018-01-03T04:15,reference,1,4,15,0,4.54,4.32,0,0,72.44,100,light
2018-01-03T04:30,reference,1,4,30,0,4.61,4.46,0,0,71.87,100,light
2018-01-03T04:45,reference,1,4,45,0,4.57,4.32,0,0,72.67,100,light
2018-01-03T05:00,reference,1,5,0,0,4.61,4.32,0,0,72.97,100,light
2018-01-03T05:15,reference,1,5,15,0,4.54,4.14,0,0,73.89,100,light
2018-01-03T05:30,reference,1,5,30,0,4.57,4.21,0,0,73.55,100,light
2018-01-03T05:45,reference,1,5,45,0,4.57,4.43,0,0,71.8,100,light
2018-01-03T06:15,reference,1,6,15,0,4.64,4.61,0,0,70.94,100,light
2018-01-03T06:30,reference,1,6,30,0,4.57,4.36,0,0,72.35,100,light
2018-01-03T06:45,reference,1,6,45,0,4.61,4.54,0,0,71.25,100,light
2018-01-03T07:00,reference,1,7,0,0,4.54,4.28,0,0,72.76,100,light
2018-01-03T07:15,reference,1,7,15,0,4.46,4.18,0,0,72.96,100,light
2018-01-03T07:30,reference,1,7,30,0,6.12,4.25,0,0,82.14,100,light
2018-01-03T07:45,reference,1,7,45,0,7.92,4.68,0,0,86.09,100,light
2018-01-03T08:00,reference,1,8,0,0,9.58,4.36,0,0,91.02,100,light
2018-01-03T08:15,reference,1,8,15,0,37.01,21.56,0,0.02,86.41,100,light
2018-01-03T08:30,reference,1,8,30,0,74.59,35.86,0,0.03,90.13,100,light
2018-01-03T08:45,reference,1,8,45,0,109.48,53.32,0,0.05,89.9,100,light
2018-01-03T09:00,reference,1,9,0,0,105.08,31.82,0,0.05,95.71,100,light
2018-01-03T09:15,reference,1,9,15,0,121.79,41.26,0,0.06,94.71,100,medium
2018-01-03T09:30,reference,1,9,30,0,114.48,30.24,0,0.05,96.68,100,medium
2018-01-03T10:00,reference,1,10,0,0,54.32,7.13,0.04,0.02,99.15,100,medium
2018-01-03T10:15,reference,1,10,15,0,75.17,25.06,0,0.03,94.87,100,maximum
2018-01-03T10:30,reference,1,10,30,0,58.07,12.24,0,0.03,97.85,100,maximum
2018-01-03T10:45,reference,1,10,45,0,67.03,15.08,0,0.03,97.56,100,maximum
2018-01-03T11:00,reference,1,11,0,0,74.59,31.64,0.04,0.03,92.06,100,maximum
2018-01-03T11:30,reference,1,11,30,0,78.62,48.06,0,0.04,85.32,100,maximum
2018-01-03T11:45,reference,1,11,45,0,69.16,44.17,0,0.03,84.28,100,maximum
2018-01-03T12:00,reference,1,12,0,0,74.05,44.78,0,0.03,85.57,100,maximum
2018-01-03T12:15,reference,1,12,15,0,11.27,0.5,20.45,0.01,99.9,48.27,medium
2018-01-03T12:30,reference,1,12,30,0,8.21,0,26.21,0,100,29.89,medium
2018-01-03T12:45,reference,1,12,45,0,8.14,0,25.56,0,100,30.34,medium
2018-01-03T13:00,reference,1,13,0,0,7.7,0,25.74,0,100,28.66,medium
2018-01-03T13:15,reference,1,13,15,0,51.26,21.38,6.08,0.02,92.29,99.3,medium
2018-01-03T13:30,reference,1,13,30,0,52.7,13.64,0,0.02,96.81,100,medium
2018-01-03T13:45,reference,1,13,45,0,55.84,17.24,0,0.03,95.55,100,medium
2018-01-03T14:00,reference,1,14,0,0,57.2,17.32,0,0.03,95.71,100,medium
2018-01-03T14:15,reference,1,14,15,0,76.57,30.6,0,0.04,92.86,100,medium
2018-01-03T14:30,reference,1,14,30,0,61.13,20.45,0,0.03,94.83,100,medium
2018-01-03T15:00,reference,1,15,0,0,55.8,16.42,0,0.03,95.93,100,medium
2018-01-03T15:15,reference,1,15,15,0,57.46,18.25,0,0.03,95.31,100,medium
2018-01-03T15:30,reference,1,15,30,0,71.28,28.08,0,0.03,93.04,100,medium
2018-01-03T15:45,reference,1,15,45,0,73.15,28.62,0,0.03,93.13,100,medium
2018-01-03T16:00,reference,1,16,0,0,68.98,25.81,0,0.03,93.66,100,medium
2018-01-03T16:15,reference,1,16,15,0,85,27.79,0,0.04,95.05,100,medium
2018-01-03T16:45,reference,1,16,45,0,118.62,39.06,0,0.05,94.98,100,medium
2018-01-03T17:00,reference,1,17,0,0,105.05,35.64,0,0.05,94.7,100,medium
2018-01-03T17:15,reference,1,17,15,0,140.51,52.96,0,0.06,93.57,100,maximum
2018-01-03T17:30,reference,1,17,30,0,114.01,41.15,0,0.05,94.06,100,maximum
2018-01-03T17:45,reference,1,17,45,0,125.96,39.2,0,0.06,95.48,100,maximum
2018-01-03T18:00,reference,1,18,0,0,73.62,13.25,1.69,0.03,98.42,99.97,maximum
2018-01-03T18:30,reference,1,18,30,0,39.82,18.43,0,0.02,90.75,100,maximum
2018-01-03T18:45,reference,1,18,45,0,37.08,4.18,1.94,0.02,99.37,99.86,maximum
2018-01-03T19:15,reference,1,19,15,0,37.94,0.86,1.58,0.02,99.97,99.91,maximum
2018-01-03T19:30,reference,1,19,30,0,39.71,3.74,0.79,0.02,99.56,99.98,maximum
2018-01-03T19:45,reference,1,19,45,0,43.2,5.69,0.18,0.02,99.14,100,maximum
2018-01-03T20:00,reference,1,20,0,0,37.33,1.19,1.66,0.02,99.95,99.9,maximum
2018-01-03T20:30,reference,1,20,30,0,37.3,2.88,1.22,0.02,99.7,99.95,medium
2018-01-03T20:45,reference,1,20,45,0,32.72,2.02,6.98,0.02,99.81,97.8,medium
2018-01-03T21:00,reference,1,21,0,0,9.83,0,23.83,0,100,38.13,medium
2018-01-03T21:15,reference,1,21,15,0,7.96,0,24.8,0,100,30.56,medium
2018-01-03T21:30,reference,1,21,30,0,5.44,0,26.82,0,100,19.88,medium
2018-01-03T21:45,reference,1,21,45,0,5.11,0,26.78,0,100,18.74,medium
2018-01-03T22:00,reference,1,22,0,0,5.18,0,26.78,0,100,18.99,medium
2018-01-03T22:15,reference,1,22,15,0,4.97,1.91,15.16,0,93.34,31.15,maximum
2018-01-03T22:30,reference,1,22,30,0,4.75,5.26,0,0,67.02,100,maximum
2018-01-03T22:45,reference,1,22,45,0,4.64,5.15,0,0,66.94,100,maximum
2018-01-03T23:00,reference,1,23,0,0,4.64,4.97,0,0,68.24,100,maximum
2018-01-03T23:30,reference,1,23,30,0,4.61,4.25,0,0,73.52,100,light
2018-01-03T23:45,reference,1,23,45,0,4.57,4.43,0,0,71.8,100,light
2018-01-04T00:00,reference,1,0,0,0,4.64,5.04,0,0,67.73,100,light
2018-01-04T00:15,reference,1,0,15,0,4.61,4.57,0,0,71.02,100,light
2018-01-04T00:30,reference,1,0,30,0,4.64,4.57,0,0,71.25,100,light
2018-01-04T00:45,reference,1,0,45,0,4.64,4.68,0,0,70.41,100,light
2018-01-04T01:00,reference,1,1,0,0,4.61,4.79,0,0,69.34,100,light
2018-01-04T01:15,reference,1,1,15,0,4.61,4.64,0,0,70.48,100,light
2018-01-04T01:30,reference,1,1,30,0,4.61,4.93,0,0,68.3,100,light
2018-01-04T01:45,reference,1,1,45,0,4.68,4.64,0,0,71.01,100,light
2018-01-04T02:00,reference,1,2,0,0,4.64,4.79,0,0,69.58,100,light
2018-01-04T02:15,reference,1,2,15,0,4.61,4.75,0,0,69.65,100,light
2018-01-04T02:30,reference,1,2,30,0,4.64,4.9,0,0,68.76,100,light
2018-01-04T02:45,reference,1,2,45,0,4.61,4.9,0,0,68.52,100,light
2018-01-04T03:00,reference,1,3,0,0,4.68,4.93,0,0,68.85,100,light
2018-01-04T03:15,reference,1,3,15,0,4.68,5,0,0,68.34,100,light
2018-01-04T03:45,reference,1,3,45,0,4.61,4.86,0,0,68.82,100,light
2018-01-04T04:00,reference,1,4,0,0,4.68,5.15,0,0,67.25,100,light
2018-01-04T04:15,reference,1,4,15,0,4.61,4.72,0,0,69.87,100,light
2018-01-04T04:45,reference,1,4,45,0,4.64,4.54,0,0,71.48,100,light
2018-01-04T05:00,reference,1,5,0,0,4.61,4.64,0,0,70.48,100,light
2018-01-04T05:15,reference,1,5,15,0,4.61,4.5,0,0,71.56,100,light
2018-01-04T05:30,reference,1,5,30,0,4.64,4.5,0,0,71.79,100,light
2018-01-04T05:45,reference,1,5,45,0,4.61,4.39,0,0,72.42,100,light
2018-01-04T06:00,reference,1,6,0,0,4.61,4.54,0,0,71.25,100,light
2018-01-04T06:15,reference,1,6,15,0,4.61,4.64,0,0,70.48,100,light
2018-01-04T06:30,reference,1,6,30,0,4.64,4.82,0,0,69.35,100,light
2018-01-04T06:45,reference,1,6,45,0,4.57,4.68,0,0,69.86,100,light
2018-01-04T07:45,reference,1,7,45,0,7.06,4.9,0,0,82.15,100,light
2018-01-04T08:00,reference,1,8,0,0,7.81,4.68,0,0,85.78,100,light
2018-01-04T08:15,reference,1,8,15,0,83.23,51.73,0,0.04,84.93,100,light
2018-01-04T08:30,reference,1,8,30,0,136.19,74.88,0,0.06,87.63,100,light
2018-01-04T08:45,reference,1,8,45,0,108.29,75.82,0,0.05,81.92,100,light
2018-01-04T09:00,reference,1,9,0,0,131.18,53.6,0,0.06,92.57,100,light
2018-01-04T09:15,reference,1,9,15,0,136.04,56.7,0,0.06,92.3,100,medium
2018-01-04T09:30,reference,1,9,30,0,128.02,46.22,0,0.06,94.06,100,medium
2018-01-04T10:00,reference,1,10,0,0,111.49,39.17,0,0.05,94.35,100,medium
2018-01-04T10:15,reference,1,10,15,0,124.78,38.95,0,0.06,95.46,100,maximum
2018-01-04T10:30,reference,1,10,30,0,96.66,30.89,0,0.04,95.25,100,maximum
2018-01-04T10:45,reference,1,10,45,0,128.81,41.04,0,0.06,95.28,100,maximum
2018-01-04T11:00,reference,1,11,0,0,78.37,28.94,0,0.04,93.81,100,maximum
2018-01-04T11:30,reference,1,11,30,0,131.83,61.2,0,0.06,90.7,100,maximum
2018-01-04T11:45,reference,1,11,45,0,113.11,60.19,0,0.05,88.28,100,maximum
2018-01-04T12:00,reference,1,12,0,0,128.05,60.55,0,0.06,90.4,100,maximum
2018-01-04T12:15,reference,1,12,15,0,14.15,3.78,18.79,0.01,96.61,60.16,medium
2018-01-04T12:30,reference,1,12,30,0,7.85,0,26.39,0,100,28.51,medium
2018-01-04T12:45,reference,1,12,45,0,7.02,0,26.89,0,100,25.26,medium
2018-01-04T13:00,reference,1,13,0,0,7.63,0.07,26.46,0,100,27.71,medium
2018-01-04T13:15,reference,1,13,15,0,78.37,21.24,1.19,0.04,96.52,99.99,medium
2018-01-04T13:30,reference,1,13,30,0,135.43,51.95,0,0.06,93.37,100,medium
2018-01-04T13:45,reference,1,13,45,0,105.12,33.66,0,0.05,95.24,100,medium
2018-01-04T14:30,reference,1,14,30,0,121.93,43.56,0,0.06,94.17,100,medium
2018-01-04T15:00,reference,1,15,0,0,115.42,38.45,0,0.05,94.87,100,medium
2018-01-04T15:15,reference,1,15,15,0,115.49,41.15,0,0.05,94.2,100,medium
2018-01-04T15:30,reference,1,15,30,0,101.92,39.06,0,0.05,93.38,100,medium
2018-01-04T15:45,reference,1,15,45,0,138.06,51.8,0,0.06,93.63,100,medium
2018-01-04T16:00,reference,1,16,0,0,118.94,49.97,0,0.05,92.19,100,medium
2018-01-04T16:15,reference,1,16,15,0,144.29,54.94,0,0.07,93.45,100,medium
2018-01-04T16:30,reference,1,16,30,0,88.27,28.73,0,0.04,95.09,100,medium
2018-01-04T16:45,reference,1,16,45,0,119.99,38.99,0,0.06,95.1,100,medium
2018-01-04T17:00,reference,1,17,0,0,97.63,37.26,0,0.04,93.43,100,medium
2018-01-04T17:15,reference,1,17,15,0,130.61,43.88,0,0.06,94.79,100,maximum
2018-01-04T17:30,reference,1,17,30,0,122.04,51.44,0,0.06,92.15,100,maximum
2018-01-04T17:45,reference,1,17,45,0,43.06,1.94,3.46,0.02,99.9,99.68,maximum
